Hugo_Symbol	Entrez_Gene_Id	GTEX-S32W-1526-SM-4AD6Z	GTEX-TSE9-2826-SM-4DXTF	GTEX-U3ZN-1626-SM-4DXTZ	GTEX-TML8-0726-SM-4DXTT	GTEX-T5JW-0726-SM-4DM6D	GTEX-S341-1126-SM-4AD6T	GTEX-T6MO-1426-SM-4DM73	GTEX-S341-1326-SM-4AD72	GTEX-S4UY-1426-SM-4AD6Y	GTEX-TSE9-2726-SM-4DXSQ	GTEX-S32W-1626-SM-4AD6G
PLD2	5338	432.53	476.71	6745.86	587.13	2075.59	656.11	759.08	620.67	1127.35	460.44	400.71
STXBP5L	9515	3.29	8.19	0	9.41	0.91	8.38	22.59	19.39	12.18	12.45	3.35
PI4K2B	55300	147.06	116.78	753.83	144.01	603.67	208.38	301.33	346.29	159.9	131.51	283.05
HMGCL	3155	387.02	1268.46	1806.78	1183.45	1233.75	1073.91	1369.04	1709.26	1313.23	896.64	525.39
CNNM3	26505	191.67	303.44	146.03	297.17	215.77	314.17	435.55	417.77	376.41	346.29	256.78
NPL	80896	144.01	59.97	239.52	115.16	2148.82	81.14	165.57	85.82	34.26	89.51	158.79
DCTN3	11258	4123.49	4937.99	2148.82	3540.14	2935.74	2468.49	1757.34	1651	2758.13	3419.52	3690.52
ACHE	43	351.14	228.13	17.51	182.55	1.36	39.79	63.45	34.26	53.19	120.94	130.6
SCLY	51540	325.29	181.28	75.64	108.9	55.1	223.41	81.14	169.07	224.97	191.67	277.2
RASGRP2	10235	325.29	392.44	10.24	316.37	63.45	884.29	256.78	325.29	258.57	218.79	616.37
CABLES1	91768	31	147.06	264.03	316.37	143.01	251.48	688.78	1119.56	551.56	176.29	40.07
SNRPC	6631	3742.05	2335.28	2417.67	2816.11	2720.15	2287.2	2163.77	1844.76	2645.74	2119.22	3168.41
SCN2A	6326	11.21	0.51	0.28	10.31	0	11.38	0.97	3.86	2.16	0.46	7.17
PLEKHM3	389072	10.55	14.45	23.76	14.14	18.03	29.06	14.89	21.78	17.38	28.45	20.56
ZEB2	9839	575.03	1519.15	63.45	2119.22	291.04	1639.59	819.3	866.07	947.83	2209.26	1037.29
KCNMA1	3778	198.47	1081.39	3	928.3	60.39	665.29	575.03	236.21	866.07	190.34	463.65
BCL7B	9275	981.29	759.08	703.28	1199.98	813.63	1051.79	928.3	1175.27	967.76	748.61	1233.75
CCDC137	339230	417.77	332.14	1199.98	295.11	1427.22	312	368.65	348.71	299.25	189.02	406.31
PSAP	5660	10959.3	16960.78	7130.55	50359.33	8963.45	21768.19	18689.27	18950.18	31432.17	18304.63	10512.82
MTMR9	66036	141.02	45.21	32.13	111.99	76.17	100.83	54.72	80.01	98.73	63.89	209.84
BNC1	646	4.78	16.75	2201414.44	10.24	1108362.75	3.63	26.28	620.67	22.26	10.47	3.29
UBE2L3	7332	2004.85	872.1	2485.67	1781.89	2255.7	1857.6	1467.37	1733.13	1870.53	981.29	2193.99
MMP1	4312	0	0	507.46	2.71	0	2.66	78.34	19.11	5.59	5.19	0
CCL23	6368	1457.23	40.07	19.25	325.29	156.59	674.59	221.86	220.32	470.14	7.94	2240.11
UBE2H	7328	836.53	941.27	1857.6	1369.04	1225.22	1322.37	1250.98	1340.84	1096.5	1111.82	1059.11
PDS5B	23047	591.22	358.54	117.6	921.88	194.36	1096.5	412	674.59	656.11	559.28	629.35
CCL3	6348	169.07	60.39	0	229.72	57.08	123.5	215.77	118.43	102.25	78.89	220.32
AGXT	189	3.5	0	2.1	0	1.64	7.51	1.41	4.66	1.14	0	7.46
TGM4	7047	3.41	0	1.41	0.21	0	6.67	0.82	4.94	8.99	4.82	6.41
FFAR4	338557	3.72	0	4.62	0.74	16.63	0.73	12.27	16.88	3.86	0	3.79
MB21D1	115004	269.6	45.21	91.41	129.69	21.16	96.68	71.5	68.07	97.36	68.55	258.57
DDX23	9416	1183.45	909.17	791.35	941.27	1051.79	1268.46	1447.15	1477.58	1216.75	1088.92	1167.14
PRDX6	9588	18689.27	9088.59	9876.98	6381.92	8022.41	6337.83	4736.79	3665.02	6207.38	7857.29	12764.83
NEUROD4	58158	1.31	0	0	0	0	0	0	0	1.36	0	0
C17orf70	80233	607.87	373.81	187.71	518.15	400.71	409.15	497	493.56	599.49	363.56	361.04
HEXIM1	10614	279.14	264.03	454.09	490.14	466.88	723.08	769.69	961.07	521.76	351.14	414.87
AC084121.16	0	0	0	0	6.57	0	1.73	0	0	0	1.6	1.66
APEH	327	1378.57	967.76	1191.69	1369.04	1870.53	1378.57	1369.04	2047	1259.69	902.89	1183.45
STX1B	112755	12.18	12	48.87	15.68	12.55	9.06	7.94	9.06	12.09	9.48	7.57
ST3GAL3	6487	368.65	813.63	17.38	447.82	115.97	463.65	289.02	202.66	371.22	647.07	293.07
LRRC16A	55604	147.06	336.79	237.86	155.5	221.86	412	392.44	397.93	277.2	356.05	287.01
CROCC	9696	480.04	647.07	208.38	486.75	518.15	395.18	656.11	708.18	808	607.87	356.05
GHR	2690	122.64	198.47	59.97	112.77	318.57	674.59	76.17	78.89	177.53	336.79	142.01
C1orf198	84886	603.67	872.1	381.68	1331.57	896.64	1583.71	647.07	656.11	1477.58	708.18	791.35
PODN	127435	1583.71	11189.6	11.91	19348.38	236.21	3395.89	2520.38	423.61	5872.48	11112.3	1208.34
LYPD4	147719	0.23	0.23	0.29	0	0	0	0.75	0	1.06	0.22	0.24
NEK1	4750	175.07	169.07	40.93	195.72	57.49	269.6	209.84	234.57	312	212.78	212.78
RP11-80A15.1	0	8.32	0	18.29	8.85	0	7.63	9.48	0	0	17.25	0
LPAR2	9170	193.01	246.28	351.14	152.28	397.93	145.02	764.36	616.37	149.12	265.87	110.43
MFSD3	113655	141.02	116.78	371.22	182.55	603.67	111.99	500.46	457.25	224.97	83.45	109.66
NCR3LG1	374383	45.53	2.92	12	2.92	5.73	8.78	5.23	19.39	17.64	3.17	27.05
TCN2	6948	808	336.79	68.55	2018.8	486.75	915.51	1651	1286.18	3515.68	373.81	693.58
SCRN1	9805	212.78	567.1	102.25	316.37	236.21	1096.5	473.41	575.03	339.14	738.29	409.15
PRRG1	5638	220.32	116.78	51.35	36.53	72.01	115.97	92.05	87.03	100.83	131.51	103.69
LRRN1	57633	118.43	13.83	0	395.18	16.88	82.87	7280.4	2178.83	599.49	11.13	42.11
SRP68	6730	2573.36	1781.89	4239.45	1407.55	3639.7	1477.58	967.76	1350.18	1127.35	1250.98	2193.99
KATNA1	11104	339.14	775.05	218.79	379.04	397.93	656.11	387.02	503.95	412	785.88	511
PDCD1LG2	80380	58.71	92.05	5.54	96.68	22.26	148.09	173.85	92.05	145.02	67.59	120.94
ELK4	2005	186.4	141.02	309.83	180.02	283.05	138.1	165.57	220.32	151.22	182.55	217.27
TBC1D23	55773	318.57	480.04	438.59	325.29	387.02	376.41	334.46	316.37	336.79	454.09	403.5
SLC39A4	55630	2816.11	1233.75	825	264.03	4769.75	392.44	2997.45	1950	1073.91	2271.4	1044.52
ZNF324	25799	76.71	69.03	70.51	116.78	87.03	143.01	113.56	165.57	84.04	64.34	86.43
EPHA7	2045	366.09	107.38	5.32	4152.18	208.38	848.22	202.66	540.19	808	348.71	186.4
hsa-mir-1199	0	21.01	82.87	400.71	68.55	258.57	37.85	229.72	178.77	84.63	54.33	29.27
CD109	135228	6.84	8.19	291.04	141.02	629.35	120.94	48.87	28.86	183.82	15.34	16.75
TEX9	374618	35	24.28	44.25	41.52	43.63	37.85	295.11	1242.34	29.91	14.56	55.89
GPR89B	51463	329.84	128.79	114.36	320.8	423.61	291.04	185.11	447.82	251.48	140.04	353.59
SELV	0	0	96.68	2.39	0	0	21.01	24.46	40.36	0	5.32	24.11
CHTF8	54921	0	0	0	0	0	0	0	0	0	0	0
TTC40	54777	9.63	2.92	54.72	12.36	37.05	2.58	2520.38	13776.25	3.17	6.01	8.65
MAGED4B	81557	2303.12	836.53	7.69	3768.09	119.26	988.12	3103.19	723.08	3419.52	1709.26	896.64
IFNK	56832	1.91	0	159.9	0	0	0	1.97	0	0	9.48	1.25
SHMT1	6470	395.18	500.46	1594.73	199.85	1081.39	466.88	1008.9	872.1	351.14	518.15	476.71
BCL2L1	598	1467.37	1583.71	4575.41	1242.34	2178.83	2255.7	2018.8	3081.75	2335.28	1508.65	1870.53
KIAA0922	23240	72.52	117.6	64.34	87.65	127	262.2	34.75	33.3	303.44	69.03	135.24
EMC7	56851	2319.15	1407.55	1572.76	2255.7	2004.85	1572.76	1199.98	1806.78	1721.16	1359.57	2384.37
INSL4	3641	6.21	0	0	0	0	0	0	0	0	0	0
GFRA4	64096	0	0	0	6.52	0	0	0	9.85	6.01	80.01	0
GCFC2	6936	409.15	1167.14	208.38	825	497	473.41	371.22	525.39	575.03	1151.06	392.44
KIF5C	3800	525.39	381.68	8.92	68.55	131.51	217.27	60.39	41.81	71	928.3	198.47
UGT1A1	54658	4.39	0	218.79	0	842.36	9.7	0	9.2	4.58	0	8.92
NDUFC1	4717	4328.55	7537.18	4038.61	4736.79	5872.48	3794.3	3716.2	4181.07	3874.05	5479.15	5751.61
NPW	283869	204.07	29.91	106.63	43.63	53.57	6.89	7.57	40.93	62.56	68.55	76.71
DPY19L2	283417	147.06	387.02	0.19	825	10.24	336.79	104.42	86.43	283.05	457.25	246.28
CENPC	1060	72.52	208.38	220.32	178.77	187.71	142.01	189.02	205.5	133.36	237.86	143.01
TRMT12	55039	229.72	123.5	62.12	265.87	126.12	158.79	103.69	281.09	279.14	182.55	429.54
SPIRE1	56907	237.86	314.17	332.14	82.29	49.21	733.19	177.53	327.56	764.36	395.18	191.67
ALKBH3	221120	251.48	684.02	123.5	866.07	1350.18	1044.52	444.72	1268.46	607.87	575.03	334.46
SMN1	6606	1001.93	1794.29	587.13	988.12	656.11	2271.4	836.53	2287.2	684.02	1572.76	995
GATS	352954	4.13	3.79	0	4.13	0	0	0	0	2.76	3.82	0
TLK2	11011	316.37	529.06	269.6	363.56	412	660.68	356.05	563.18	514.56	532.74	395.18
WIPI2	26100	738.29	802.41	1487.87	1104.13	1167.14	1088.92	1397.83	1225.22	1096.5	915.51	802.41
PLXNA4	91584	39.5	30.34	0	31.22	1.17	111.99	53.95	69.03	5.59	7.63	78.89
FAM135B	51059	0	0.29	0.36	3.06	0.34	4.98	1.97	5.82	1.55	0.28	0.3
BSDC1	55108	860.08	1359.57	825	1191.69	1088.92	1250.98	1378.57	1467.37	1044.52	1378.57	1001.93
MRPL34	64981	2502.97	2537.92	1806.78	1662.49	1857.6	1832.01	2468.49	1844.76	2075.59	1857.6	2609.3
ZNF462	58499	281.09	283.05	329.84	241.19	373.81	74.58	113.56	204.07	587.13	155.5	116.78
NUP160	23279	361.04	373.81	242.88	269.6	221.86	470.14	320.8	389.72	299.25	432.53	381.68
MARCH1	55016	37.05	26.86	29.7	19.97	80.01	40.07	100.13	73.03	19.82	23.25	45.21
DEPDC4	120863	6.11	22.75	29.7	36.79	13.93	20.41	23.08	26.86	11.38	8.85	9.56
TEX13B	56156	0	0	0	0	0	0	0	0	0	0	0
SYNDIG1L	646658	2.14	18.29	12.64	3.82	1.14	4.03	7.88	0.52	11.38	16.75	0.49
ADAMTS12	81792	23.59	204.07	2.68	56.28	8.71	73.03	38.67	87.65	161.02	314.17	45.53
SPRR2E	6704	1.71	0.84	35222646.08	2.12	1645391.11	0	0	1.85	4.98	0.14	2.18
ARAP3	64411	647.07	866.07	92.05	260.38	113.56	309.83	733.19	423.61	441.64	860.08	420.68
SLFN12L	100506736	13.52	5.15	23.93	10.47	31.45	13.12	17.77	50.63	31.45	0.4	13.32
CKMT2	1160	656.11	1467.37	1.68	4836.35	117.6	547.75	759.08	633.73	5831.91	215.77	571.05
DDX11	1663	125.24	346.29	255	111.99	244.57	93.35	423.61	229.72	224.97	353.59	95.34
LPGAT1	9926	267.73	157.68	58.71	236.21	109.66	191.67	361.04	607.87	182.55	190.34	423.61
GABARAPL3	0	1.07	0.48	0	0.54	0	0	0	0.8	0	0	0
SNRNP200	23020	2400.97	2367.9	1159.07	1721.16	1757.34	2502.97	2224.63	2701.35	2224.63	2224.63	1909.85
DPRX	503834	0	0	0	0	0	0	0	1.57	0	0	0
CES2	8824	486.75	624.99	7695.57	642.59	11664.82	723.08	638.15	1051.79	624.99	483.38	417.77
COPS8	10920	2451.44	3540.14	232.94	2119.22	775.05	1225.22	890.44	1066.48	2061.24	4328.55	2720.15
ZNF865	100507290	150.17	229.72	91.41	273.37	148.09	232.94	175.07	211.31	239.52	199.85	162.14
MUC6	4588	9.93	11.38	50.63	12.55	7.57	24.11	25708.25	104271.56	19.25	141.02	33.3
MFSD10	10227	2061.24	2209.26	791.35	2163.77	1143.1	1268.46	2816.11	2319.15	1498.22	2133.97	1769.57
MICA	100507436	341.51	2119.22	409.15	679.29	567.1	316.37	493.56	260.38	305.55	2004.85	409.15
ANKRD34A	284615	16.39	10.47	9.34	13.93	5.36	22.26	11.13	7.11	23.59	7.82	18.56
CINP	51550	988.12	532.74	909.17	1051.79	866.07	693.58	551.56	651.58	718.08	503.95	866.07
GUCY1A2	2977	100.13	182.55	3.56	112.77	21.94	307.69	76.17	113.56	148.09	232.94	152.28
DHDDS	79947	563.18	312	947.83	587.13	808	567.1	536.45	595.34	612.11	312	559.28
DENND5A	23258	1781.89	2895.31	75.11	1519.15	208.38	1529.73	775.05	647.07	1295.13	2367.9	1709.26
OXSM	54995	172.65	96.01	309.83	314.17	583.07	137.14	316.37	336.79	132.44	62.12	181.28
DEFB126	81623	0	0	0	0	0	0	0	759.08	0	0	0
ST8SIA4	7903	117.6	12.27	88.26	72.52	52.45	67.59	172.65	77.79	26.47	57.08	50.63
RAB43	339122	234.57	229.72	44.25	249.73	43.63	277.2	435.55	187.71	314.17	133.36	414.87
USP18	11274	128.79	64.8	473.41	91.41	114.36	173.85	58.71	125.24	88.88	78.34	155.5
BEST4	266675	1.45	8.38	4.54	2.48	6.67	2.92	78.89	1015.93	2.25	6.11	8
FBXL6	26233	312	127	260.38	220.32	366.09	170.25	426.57	297.17	232.94	107.38	301.33
CADM3	57863	769.69	733.19	44.89	3847.29	579.04	5076.84	417.77	253.23	3146.52	1477.58	438.59
EEF1A2	1917	4.28	1.79	262143	2.32	11.21	0.61	6.62	28.24	0.54	0	8.25
C12orf75	387882	2777.33	3515.68	392.44	3257.52	1030.12	4450.27	2178.83	1191.69	2976.74	5076.84	3515.68
KIAA1429	25962	1023	988.12	518.15	1030.12	764.36	1191.69	1167.14	743.43	947.83	1242.34	1023
TPD52L2	7165	3690.52	2061.24	2104.58	3614.55	2468.49	2976.74	2018.8	2133.97	2178.83	1709.26	4181.07
TP53	7157	1991	368.65	1295.13	2148.82	1286.18	1066.48	555.41	947.83	1051.79	551.56	1467.37
DEGS1	8560	1844.76	785.88	4481.23	1639.59	7803.01	1781.89	947.83	928.3	1447.15	1051.79	1540.37
AC129492.6	0	16.03	2.81	400.71	22.92	143.01	0.28	4.24	2.53	2.53	0	7
ENTPD8	377841	1.25	4.43	0.59	8.38	1.46	8.13	947.83	2367.9	23.42	8.71	1.27
FLJ30594	0	0	1.14	0	1.3	0	1.27	0	0	1.22	18.56	0
HIATL1	84641	947.83	348.71	2209.26	866.07	1757.34	842.36	603.67	872.1	753.83	426.57	981.29
RALA	5898	733.19	595.34	1709.26	688.78	995	836.53	620.67	688.78	1417.35	848.22	780.44
BATF3	55509	301.33	140.04	22.26	49.56	27.05	80.57	83.45	25.91	38.95	130.6	277.2
SLC45A4	57210	173.85	84.04	25.91	142.01	47.17	157.68	346.29	679.29	197.09	112.77	287.01
FLOT1	10211	5633.22	6337.83	2573.36	3589.58	2555.58	3395.89	7911.95	3847.29	4481.23	6652.97	5831.91
SOX18	54345	842.36	112.77	307.69	884.29	409.15	896.64	490.14	253.23	723.08	112.77	896.64
ITGB6	3694	37.32	44.57	866.07	1.69	1857.6	14.03	20.11	76.17	72.52	25.35	21.78
PRSS48	345062	0	0	0	0	0	3.82	0	0	0.96	0	0
ZNF853	54753	297.17	320.8	0	381.68	13.93	738.29	256.78	283.05	563.18	258.57	239.52
TMEM190	147744	37.85	81.71	100.83	40.93	0	0	35118.87	165904.25	0	40.93	178.77
TMEM67	91147	171.45	114.36	60.82	131.51	123.5	228.13	327.56	414.87	70.51	70.51	149.12
ATP6V1E2	90423	81.14	78.89	55.89	150.17	234.57	52.45	63.89	102.97	88.26	92.05	92.7
SPANXC	64663	0	0	0	0	0	11.64	0	9.13	12.93	0	0
ZNF319	57567	155.5	123.5	85.22	249.73	123.5	232.94	159.9	228.13	150.17	98.04	156.59
CASKIN2	57513	759.08	185.11	172.65	476.71	133.36	529.06	389.72	226.54	679.29	167.9	743.43
XPC	7508	432.53	1259.69	316.37	620.67	540.19	866.07	1191.69	1030.12	633.73	1183.45	417.77
RHOXF1	158800	11.13	19.53	4.74	12.45	2.39	8.85	41.52	38.67	12.27	42.71	4.74
FBXL7	23194	423.61	162.14	1.46	1066.48	32.82	941.27	301.33	185.11	1051.79	138.1	312
OTOGL	283310	2.84	6.16	1.11	7.57	0.83	5.77	0.51	4.7	1.5	8.85	7.51
DHRS11	79154	220.32	314.17	1674.06	332.14	878.17	356.05	151.22	348.71	423.61	381.68	226.54
FAM76B	143684	120.94	204.07	111.99	187.71	186.4	182.55	400.71	273.37	215.77	241.19	134.3
CTSV	1515	36.79	46.5	18689.27	285.03	3303	32.36	438.59	373.81	33.06	18.43	28.24
GC	2638	0.85	2.29	10	0	0.17	38.4	0	0.1	3.63	6.16	1.3
FAM43B	163933	23.76	4.5	5.45	64.8	2.12	10.08	46.18	16.88	42.11	3.86	34.51
KBTBD6	89890	209.84	125.24	102.25	215.77	199.85	209.84	199.85	175.07	103.69	137.14	253.23
PGS1	9489	651.58	343.89	115.16	529.06	287.01	688.78	642.59	656.11	490.14	339.14	620.67
THAP3	90326	591.22	1350.18	339.14	624.99	264.03	575.03	819.3	693.58	563.18	1044.52	595.34
KCTD21	283219	181.28	81.14	253.23	228.13	186.4	197.09	163.28	164.42	215.77	112.77	258.57
MGC4294	0	0	5.15	0	12.55	6.11	0.45	2.53	0	1.89	0.61	1.85
SNTG1	54212	0	0	0	0	0	0	0	0	0	0	0
C11orf31	280636	3794.3	5329.3	4575.41	3039.3	3235.01	2119.22	4481.23	3768.09	3589.58	4066.71	3257.52
C1orf162	128346	559.28	269.6	22.59	251.48	236.21	665.29	490.14	366.09	323.03	249.73	934.76
COX4I2	84701	24.63	25.72	47.5	195.72	66.65	141.02	121.79	46.84	102.25	92.7	38.12
DEFB116	245930	0	0	0	0	0	0	0	0	0	0	1.68
USP49	25862	38.95	38.4	15.22	35	25.91	53.19	53.95	67.59	55.1	50.98	30.56
DNAH11	8701	4.54	28.65	75.64	13.42	9.41	41.22	297.17	1977.24	44.25	9.48	20.56
PRSS54	221191	0	0	0	0	0	0	0	0	0	0	2.51
NOXA1	10811	30.12	178.77	571.05	98.04	769.69	138.1	429.54	1030.12	150.17	139.07	47.84
GRIA4	2893	4.74	3.5	0.24	1.64	2.27	12.27	172.65	28.86	7.46	10.96	15.34
ST8SIA1	6489	113.56	400.71	2.68	187.71	55.89	429.54	126.12	226.54	536.45	612.11	85.82
NDUFA4L2	56901	140.04	97.36	327241.36	902.89	31650.8	307.69	366.09	114.36	94.67	50.98	226.54
STX8	9482	2609.3	2739.08	1066.48	1369.04	1757.34	2720.15	1781.89	1733.13	2468.49	2485.67	2224.63
EFR3B	22979	2.32	6.41	0.65	6.16	2.66	1.68	2.76	0.35	10.16	0.23	6.73
GPR61	83873	3.92	3.63	9.48	11.55	19.39	8.78	17	26.28	5.77	23.76	6.36
EHD2	30846	3419.52	1977.24	551.56	7911.95	1159.07	8191	2148.82	1721.16	5872.48	2133.97	3564.78
SMAD2	4087	669.92	521.76	1757.34	878.17	1233.75	995	928.3	1250.98	848.22	902.89	1159.07
SHD	56961	0.52	0	0	25.17	10.71	0	2.94	0	0	1.46	1.55
AP1G1	164	470.14	358.54	1551.09	351.14	529.06	417.77	351.14	718.08	438.59	555.41	412
ORAOV1	220064	316.37	269.6	149.12	303.44	466.88	417.77	423.61	483.38	387.02	269.6	209.84
ENC1	8507	76.71	17.64	264.03	172.65	368.65	138.1	2255.7	1583.71	114.36	21.63	74.06
ASB15	142685	0.18	0	0	0	0	0	0	0	0.18	0	0.18
STX12	23673	753.83	603.67	764.36	642.59	733.19	902.89	486.75	802.41	733.19	665.29	947.83
RP11-111M22.2	0	28.86	46.18	8.99	37.32	11.13	48.52	57.08	88.88	30.56	34.26	23.08
TRAK1	22906	137.14	205.5	1350.18	547.75	1467.37	400.71	733.19	1073.91	450.94	186.4	220.32
C2ORF15	0	7.17	38.67	120.1	18.03	52.45	28.86	215.77	525.39	33.06	15.11	9.27
MED30	90390	603.67	669.92	343.89	543.96	381.68	536.45	559.28	392.44	351.14	825	647.07
CACHD1	57685	156.59	39.5	28.04	753.83	121.79	432.53	1467.37	420.68	346.29	78.89	176.29
YBEY	54059	567.1	684.02	376.41	902.89	486.75	934.76	1313.23	1167.14	733.19	836.53	563.18
TMEM179	388021	0	0	0	14.45	0	0	29.48	8.19	0	6.16	9.63
TIMM50	92609	2075.59	1477.58	265.87	902.89	836.53	981.29	688.78	1059.11	1407.55	1127.35	1477.58
ZBTB17	7709	679.29	775.05	759.08	651.58	684.02	521.76	791.35	563.18	808	759.08	460.44
TTPA	7274	1.69	1.66	0.84	8.85	0	0	3.2	0	0.61	0.09	0.59
CAPN10	11132	373.81	305.55	205.5	260.38	255	229.72	348.71	525.39	384.34	211.31	277.2
TOP1MT	116447	988.12	2075.59	435.55	808	1088.92	1104.13	954.43	1923.14	785.88	2485.67	684.02
RDH5	5959	78.89	78.89	15.22	454.09	121.79	88.26	73.54	101.54	104.42	49.21	101.54
KIF15	56992	4.54	4.46	297.17	25.91	41.52	9.48	7.63	5.15	21.94	10.16	13.12
RIIAD1	284485	189.02	15.45	144.01	400.71	10.96	48.52	961.07	2976.74	0	28.45	29.27
RFTN1	23180	1030.12	674.59	35.5	1322.37	171.45	2384.37	1023	1397.83	780.44	587.13	595.34
GOLGA7	51125	1605.83	808	1037.29	1870.53	1143.1	1233.75	1023	1369.04	1561.89	967.76	1857.6
IRGQ	126298	412	134.3	172.65	327.56	130.6	211.31	295.11	226.54	182.55	156.59	351.14
KLHDC7A	127707	3.14	0	417.77	3.32	543.96	0	13123.73	21026.65	3.2	0	9.78
COG1	9382	802.41	1001.93	301.33	642.59	575.03	713.11	1529.73	1457.23	764.36	921.88	607.87
SHBG	6462	39.22	3.11	3.96	22.92	28.04	17.38	31	37.32	8.45	19.39	15
NELFB	25920	1313.23	825	896.64	1159.07	1286.18	1340.84	1088.92	1268.46	1119.56	759.08	1268.46
TLR4	7099	273.37	55.1	2.86	121.79	11.3	57.08	123.5	57.49	170.25	43.32	454.09
CSGALNACT2	55454	305.55	231.32	28.65	281.09	109.66	332.14	226.54	218.79	358.54	373.81	417.77
ARID5B	84159	432.53	620.67	277.2	490.14	473.41	791.35	525.39	507.46	599.49	674.59	470.14
HPGD	3248	43.94	18.56	5076.84	376.41	10296.45	551.56	26.47	47.17	119.26	18.56	84.04
HS3ST6	64711	46.18	147.06	22692.63	0	9945.68	57.49	4.86	293.07	0	1662.49	8.06
RFC3	5983	166.73	94.67	353.59	191.67	98.73	147.06	120.94	144.01	236.21	91.41	180.02
CDKN2AIP	55602	271.48	244.57	1662.49	417.77	409.15	500.46	341.51	551.56	318.57	414.87	463.65
ARID3A	1820	68.07	108.14	848.22	54.72	159.9	49.56	232.94	169.07	96.01	70.51	92.05
ORC2	4999	170.25	256.78	202.66	177.53	187.71	185.11	229.72	231.32	159.9	316.37	148.09
TNFRSF14	8764	842.36	5183.54	514.56	1175.27	1143.1	1359.57	10512.82	6745.86	7485.11	4671.57	674.59
ZFPL1	7542	1378.57	1617	507.46	1191.69	872.1	769.69	1233.75	1268.46	1008.9	1277.29	1008.9
DTWD2	285605	31.22	15.91	93.35	58.3	65.26	35.76	70.01	147.06	28.24	12.27	50.27
GSX1	219409	2.46	0	0	0	0	0	0	0	0	0	0
PDE7B	27115	151.22	135.24	1.57	199.85	4.7	58.3	21.01	21.47	316.37	29.48	161.02
XPNPEP1	7511	1111.82	808	921.88	1143.1	909.17	525.39	1023	981.29	1001.93	995	599.49
SYAP1	94056	521.76	197.09	954.43	395.18	543.96	363.56	312	460.44	363.56	209.84	651.58
KRTAP5-10	387273	0	0	1.43	0	0	5.96	3.99	5.41	1.25	0	0
VWA7	80737	17.51	8.25	38.4	20.26	26.67	6.21	26.47	83.45	11.55	6.41	24.46
OLFML2A	169611	256.78	529.06	334.46	2193.99	134.3	1844.76	325.29	406.31	4123.49	536.45	384.34
COX7A2	1347	10733.74	8778.97	8191	6207.38	7749.1	4450.27	5517.27	3639.7	5633.22	6745.86	9540.5
LPCAT4	254531	1167.14	928.3	6079.61	665.29	1388.16	941.27	2319.15	603.67	1183.45	1119.56	780.44
PPOX	5498	346.29	599.49	151.22	540.19	339.14	343.89	1143.1	915.51	651.58	532.74	346.29
PTPRN2	5799	229.72	95.34	29.7	587.13	67.12	183.82	241.19	221.86	102.25	77.25	262.2
HUWE1	10075	1457.23	1268.46	1794.29	1167.14	1963.57	1268.46	1233.75	1427.22	1313.23	1175.27	1233.75
NR3C1	2908	400.71	384.34	277.2	723.08	753.83	947.83	248	392.44	273.37	409.15	607.87
IL36B	27177	0	0	1340.84	0	86.43	0	0	0	0	0	0
ENTHD2	146705	234.57	193.01	218.79	348.71	503.95	262.2	490.14	426.57	307.69	189.02	255
SYS1	90196	1104.13	1583.71	167.9	995	224.97	728.11	808	642.59	785.88	1594.73	1313.23
ANP32E	81611	1331.57	1051.79	796.86	638.15	346.29	1242.34	555.41	915.51	825	1508.65	1477.58
GTPBP8	29083	137.14	187.71	205.5	183.82	297.17	193.01	138.1	241.19	187.71	155.5	358.54
HSPBP1	23640	1832.01	708.18	607.87	1143.1	1044.52	1208.34	954.43	1369.04	995	669.92	1583.71
PTGS1	5742	60.82	30.78	9808.75	150.17	12076.21	679.29	83.45	616.37	559.28	16.39	66.18
PEX11A	8800	171.45	170.25	120.94	180.02	152.28	212.78	283.05	262.2	172.65	189.02	320.8
STK39	27347	258.57	224.97	2434.5	358.54	2537.92	339.14	202.66	217.27	234.57	285.03	279.14
GALE	2582	679.29	299.25	5403.7	297.17	2351.53	305.55	2451.44	1709.26	575.03	305.55	708.18
THAP11	57215	890.44	603.67	490.14	866.07	603.67	941.27	872.1	954.43	813.63	638.15	842.36
EGFR	1956	307.69	536.45	4358.66	148.09	3639.7	2178.83	928.3	2915.45	480.04	684.02	348.71
C12orf49	79794	180.02	102.25	318.57	149.12	426.57	130.6	158.79	249.73	181.28	106.63	223.41
NADSYN1	55191	579.04	688.78	1119.56	366.09	954.43	514.56	1191.69	1199.98	551.56	684.02	521.76
HDAC4	9759	327.56	267.73	62.56	373.81	68.55	253.23	120.94	145.02	134.3	303.44	204.07
RPS18	6222	211455.3	496005.67	153724.82	118127.7	237899.7	186652.11	180294.02	201440.3	133825.1	353168.2	198667
WDR90	197335	511	629.35	316.37	381.68	269.6	438.59	567.1	842.36	409.15	624.99	346.29
ZNF720	124411	264.03	147.06	567.1	262.2	486.75	182.55	194.36	438.59	175.07	144.01	239.52
TIA1	7072	728.11	1023	295.11	1081.39	457.25	1331.57	2047	2018.8	1457.23	1081.39	728.11
BGLAP	632	39.79	108.9	15.45	48.18	32.82	22.59	59.55	37.32	18.43	66.18	36.27
ZNF491	126069	6.67	3.35	8.06	17.64	8.58	29.27	51.35	61.25	33.06	28.24	28.86
VPS26B	112936	429.54	791.35	389.72	607.87	438.59	563.18	775.05	656.11	457.25	775.05	447.82
